crashedAt,totalBankUsd,usersCount,itemsCount
1.22,243.20,104,130
3.09,242.75,93,104
8.42,307.93,87,108
1.69,131.21,72,94
1.06,112.81,60,74
1.44,407.55,118,140
2.87,205.80,95,114
1.10,186.58,89,105
4.44,298.78,110,141
14.65,201.62,95,110
1.28,109.56,62,74
1.27,171.68,82,99
4.74,170.91,99,117
2.60,124.80,69,96
1.11,212.05,67,89
1.29,340.93,98,131
2.32,292.07,94,104
1.30,186.31,97,119
3.52,179.69,92,114
1.09,208.47,84,101
1.07,487.97,105,124
2.30,602.64,116,148
3.54,235.87,102,112
5.51,320.34,87,120
2.19,301.20,70,84
1.27,139.31,74,90
1.22,108.36,62,75
1.00,162.24,88,109
1.27,503.94,117,136
1.07,439.01,128,161
1.30,341.97,108,121
2.09,222.93,96,117
1.01,182.53,104,128
9.28,304.09,109,135
26.93,177.46,91,102
1.48,125.22,70,78
1.06,97.58,76,87
1.56,234.09,94,110
2.62,150.15,91,110
3.78,144.82,83,94
14.12,183.21,73,84
1.29,132.62,70,86
1.11,112.50,77,92
1.21,189.24,102,121
4.93,163.36,80,98
5.63,168.83,91,106
1.10,137.97,69,93
419.31,174.32,89,115
3.32,119.06,65,79
1.63,365.58,76,102
2.57,222.69,75,88
4.45,122.26,72,86
5.83,93.13,64,72
3.60,103.05,73,89
1.31,94.52,66,79
1.00,150.86,68,81
1.44,316.74,102,118
2.23,156.45,85,97
8.09,132.76,85,93
1.06,107.16,67,78
373.79,255.15,105,122
1.69,128.30,83,100
3.55,157.48,79,95
1.76,131.64,71,84
6.41,142.37,84,110
3.88,130.96,66,77
2.81,129.30,79,91
1.00,91.81,54,61
1.03,188.86,94,109
1.02,421.63,112,138
1.31,540.85,118,137
7.84,259.46,97,115
1.43,162.74,88,96
3.58,201.33,84,99
1.07,128.43,70,82
1.60,177.66,94,101
1.83,283.65,90,98
1.76,132.34,74,78
9.92,122.04,80,90
1.01,113.94,69,76
1.21,163.76,91,110
2.21,225.33,92,105
1.05,159.52,98,116
23.61,234.31,107,115
1.23,261.00,82,89
1.00,143.07,114,121
6.96,186.24,129,138
4.61,155.96,126,136
1.88,168.23,110,123
1.60,83.53,103,111
3.04,109.75,96,103
1.89,98.40,93,98
27.17,113.68,99,108
1.58,82.33,80,83
4.13,78.61,63,71
9.38,71.11,59,62
2.05,73.83,74,80
1.56,80.70,70,82
1.13,69.97,69,81
1.12,166.38,107,124
1.11,272.33,132,142
4.53,471.98,161,196
1.87,214.68,141,151
4.77,217.89,112,120
1.63,151.90,106,129
2.78,139.11,103,114
1.14,118.45,94,99
5.30,138.03,94,103
2.30,154.38,99,119
14.85,117.51,82,96
9.60,89.26,69,80
1.10,78.95,55,61
2.16,153.60,102,117
1.17,136.06,96,113
1.96,332.45,128,154
4.38,223.49,103,114
2.13,135.27,89,100
6.56,120.85,79,92
1.21,87.18,69,78
3.96,72.21,75,84
2.12,98.73,66,71
1.13,78.37,62,68
1.53,182.99,89,112
3.78,231.39,88,98
1.41,117.89,76,87
2.02,140.58,74,76
1.00,138.30,70,79
1.40,188.95,96,112
3.24,156.32,94,113
5.51,120.67,81,87
1.45,100.35,76,81
1.75,70.85,61,76
2.09,126.19,66,72
1.04,103.34,61,64
5.96,169.68,82,97
1.82,114.11,73,85
3.24,158.61,75,82
1.95,112.89,76,92
1.04,80.58,67,76
1.08,186.64,100,122
1.79,240.40,100,120
1.00,308.51,121,142
4.07,238.12,107,123
8.63,181.22,105,118
1.44,165.49,86,104
5.98,85.74,74,88
1.31,61.01,73,85
1.34,81.52,64,76
1.37,82.58,72,85
4.37,88.60,68,84
1.00,58.99,62,67
10.07,162.41,80,95
3.60,91.48,70,87
1.34,99.67,63,74
1.03,97.28,64,78
14.26,184.04,88,104
1.57,127.84,67,68
1.02,105.80,66,81
2.49,155.51,82,102
3.14,73.54,64,71
1.32,104.89,77,92
1.52,50.99,57,62
1.00,81.07,71,85
1.02,183.48,95,112
3.50,294.96,102,125
1.65,136.67,89,101
1.18,86.86,68,73
3.51,168.91,90,104
3.53,144.60,82,85
10.85,70.87,62,68
6.74,50.21,53,57
2.22,57.19,52,60
1.49,50.90,49,53
1.00,48.88,49,56
4.76,167.92,72,88
13.65,100.08,65,83
1.34,48.56,51,59
1.01,75.64,54,60
4.36,135.88,77,85
2.42,88.69,71,81
1.12,65.52,62,67
1.39,107.28,85,91
7.89,151.71,86,98
1.00,96.56,66,72
1.05,198.77,90,103
1.22,291.07,105,131
5.61,177.49,87,100
1.06,180.06,76,87
4.28,243.78,83,99
1.86,127.37,78,87
2.50,120.32,72,79
1.15,97.45,72,87
5.77,187.00,85,99
1.39,89.44,68,75
3.05,106.83,77,93
1.58,59.62,55,63
7.41,76.90,59,72
3.16,86.64,56,66
1.10,40.26,49,58
1.51,117.34,65,71
1.82,93.40,65,74
3.86,123.31,64,68
9.10,74.11,57,63
1.08,51.08,47,56
2.24,103.67,63,78
1.93,97.38,71,77
1.23,92.61,74,82
1.15,92.83,63,72
2.09,138.05,80,86
4.78,106.25,81,98
1.34,102.12,58,65
1.25,84.48,59,69
2.83,158.89,64,91
35.25,85.90,56,67
1.36,72.46,51,59
1.02,56.10,44,61
1.44,126.25,68,80
9.96,140.54,70,77
2.38,62.10,63,69
1.04,93.80,56,60
1.67,97.86,56,62
1.07,134.79,77,92
6.85,333.81,111,146
1.67,159.81,74,88
1.11,200.61,79,91
1.18,273.52,97,116
1.02,343.99,109,130
1.28,538.50,131,172
55.83,360.67,107,129
8.02,259.30,101,127
1.07,112.55,67,67
1.63,268.84,97,118
1.01,175.47,85,106
2.27,366.49,96,116
1.73,203.85,92,107
2.98,222.81,85,118
1.42,144.53,71,90
3.59,197.75,79,104
5.80,136.30,67,72
3.00,202.81,57,68
20.17,103.16,60,68
1.17,188.48,60,78
1.07,155.17,78,95
2.65,309.45,99,135
1.05,197.57,90,103
1.26,257.39,109,123
9.20,236.09,97,115
1.41,211.43,86,104
1.06,118.75,67,78
2.01,259.55,87,118
1.71,171.43,65,77
1.65,302.94,86,105
5.30,238.47,74,103
1.39,145.50,71,90
3.33,128.20,65,79
1.00,219.65,66,77
2.24,244.25,83,105
1.90,209.88,77,96
2.37,154.76,76,85
1.50,142.22,58,65
1.14,180.15,72,92
1.36,210.43,83,107
5.03,215.18,82,107
4.26,162.36,77,87
1.83,128.05,70,86
1.83,141.70,69,83
1.00,90.43,66,79
3.71,199.11,83,105
1.38,164.49,85,96
6.79,191.66,79,94
1.04,71.27,55,59
1.35,240.53,96,114
2.70,177.91,85,115
1.08,215.86,75,87
1.56,176.64,94,112
5.90,226.29,86,103
1.34,111.46,66,79
1.02,195.84,75,97
3.38,223.63,91,110
1.28,165.89,75,88
5.87,92.49,75,88
1.54,175.14,70,83
3.25,112.81,71,92
1.10,131.52,67,90
1.00,190.04,81,98
15.34,290.46,107,144
2.04,141.15,80,95
4.83,152.88,67,74
1.62,132.93,63,76
1.32,105.60,61,79
7.03,138.37,71,80
1.04,183.01,67,83
1.20,186.21,86,104
6.23,295.97,92,118
20.88,103.01,73,92
2.49,140.90,62,76
1.65,122.79,55,64
1.48,134.74,55,64
1.02,90.11,66,80
1.01,217.08,83,102
1.05,343.99,107,146
4.00,403.92,117,143
2.46,188.15,92,120
1.52,180.46,80,101
7.13,135.80,69,87
4.03,170.59,71,88
1.11,94.87,51,56
1.28,253.38,78,97
3.79,129.32,71,85
3.36,175.82,70,84
3.20,111.55,63,81
1.02,150.99,63,72
2.10,171.75,73,86
260.17,170.28,71,83
1.18,125.13,63,69
1.28,184.03,73,84
5.65,146.70,70,95
1.22,137.41,63,85
1.01,107.70,60,75
2.85,262.33,97,135
1.24,125.76,68,79
1.33,165.66,66,82
1.11,166.64,69,92
7.30,340.74,84,107
2.47,121.00,69,91
3.89,163.92,64,78
1.40,98.21,50,58
4.13,167.95,52,65
1.06,89.78,49,61
1.39,169.87,68,77
2.04,156.34,71,79
1.76,163.47,63,83
1.32,153.20,55,75
1.00,238.37,88,107
1.17,209.30,88,110
2.57,304.18,95,128
3.07,155.41,79,96
7.50,200.94,70,94
2.12,91.36,55,71
1.00,93.81,41,52
3.47,217.24,68,91
4.93,188.01,63,77
1.31,111.53,50,62
2.82,124.66,47,61
1.25,92.68,46,58
1.04,160.82,57,66
1.00,166.21,61,74
1.23,329.42,90,128
1.31,239.37,65,75
12.34,300.24,75,107
1.79,199.37,55,67
5.72,157.41,56,68
1.22,123.72,48,66
6.62,335.14,48,61
1.31,106.66,46,55
2.43,144.07,51,64
1.29,175.53,53,60
1.02,121.07,45,58
6.22,114.76,59,68
1.44,198.98,57,63
1.63,110.07,58,71
1.00,182.03,57,75
1.55,289.31,73,86
1.19,286.60,68,91
1.25,217.79,78,99
1.07,379.87,72,88
1.59,477.14,78,93
1.49,376.24,56,86
1.49,182.86,60,81
7.45,340.83,61,85
1.78,85.41,50,63
1.03,200.97,57,71
2.06,250.74,57,70
24.33,270.83,63,68
1.62,87.83,46,60
2.92,132.38,45,53
5.66,83.95,42,59
3.03,125.23,48,59
36.34,81.88,53,64
1.68,169.57,52,69
1.19,133.14,51,64
1.18,234.04,72,86
4.02,232.14,73,80
14.21,205.19,69,88
1.02,97.17,66,81
1.24,212.90,66,89
1.82,288.33,61,75
1.20,268.13,74,98
6.16,115.43,73,95
1.29,221.95,59,82
1.31,387.95,65,81
1.79,478.51,68,96
1.17,121.16,68,102
3.42,219.91,72,82
3.54,149.78,57,71
2.83,163.10,55,68
1.11,95.87,54,68
1.11,188.30,72,84
4.73,146.95,81,101
2.78,218.21,75,82
1.52,95.78,54,59
1.98,184.70,72,89
4.38,129.07,66,82
1.46,205.16,62,75
1.00,106.61,59,68
4.37,274.71,75,90
1.31,125.40,64,76
20.44,195.98,67,75
1.94,103.38,55,57
10.97,152.68,52,62
2.31,93.97,54,59
1.95,164.02,65,76
1.84,103.63,52,67
1.64,205.91,62,76
2.89,114.62,66,88
1.53,179.72,57,68
3.59,114.21,70,85
1.22,198.64,57,79
11.81,162.79,74,93
1.00,163.81,56,61
1.66,147.71,79,99
1.51,191.79,63,76
1.36,146.18,67,90
3.28,184.80,72,93
1.02,134.41,83,104
2.93,249.26,73,86
1.00,194.13,80,104
8.90,294.81,84,99
1.69,154.02,63,67
1.63,242.30,80,100
1.46,136.95,58,81
4.37,223.24,76,100
1.19,109.57,56,68
1.22,245.50,80,88
1.21,182.96,69,76
1.05,296.01,84,108
7.23,158.72,84,103
1.79,224.94,62,71
15.24,134.55,63,73
1.42,161.10,59,65
1.41,138.67,71,85
3.09,211.14,57,64
1.15,92.75,58,75
5.03,295.63,75,94
1.34,154.17,65,74
1.16,212.06,69,91
6.42,208.53,72,84
3.73,246.43,71,88
1.73,137.17,64,78
1.05,156.64,60,66
1.02,313.19,80,96
1.04,241.11,84,104
1.48,343.70,100,129
2.50,274.75,85,106
4.40,258.63,80,104
1.09,227.84,58,70
2.44,168.82,74,88
3.80,185.88,59,77
2.56,146.69,67,82
1.73,206.92,57,65
1.00,127.09,58,76
1.77,279.08,75,96
1.45,166.01,63,79
1.31,289.65,73,92
1.28,136.50,69,82
4.29,231.98,64,74
1.86,164.79,66,87
1.04,219.04,59,70
1.62,192.35,83,100
1.35,226.86,68,79
4.83,162.17,75,87
2.58,185.32,57,70
1.50,111.13,63,81
1.14,172.14,60,73
5.74,165.31,68,77
3.04,193.83,66,80
3.68,169.76,59,79
1.50,183.80,59,71
1.07,87.07,55,69
1.46,273.26,78,92
12.98,238.68,77,98
1.08,276.31,65,78
1.61,106.63,60,74
4.39,220.64,75,88
1.00,72.06,45,59
2.81,277.38,76,90
4.09,111.67,62,76
5.92,178.60,54,62
1.02,80.46,53,63
1.10,230.33,77,94
1.35,183.32,71,87
5.84,228.07,76,98
1.04,129.38,65,81
1.22,224.17,73,100
2.88,157.71,71,91
4.35,171.61,57,69
1.53,71.95,48,63
133.99,183.11,58,76
2.00,77.55,43,58
1.95,121.11,41,52
1.07,90.63,50,67
3.07,127.39,54,74
1.24,99.15,56,70
1.03,188.79,55,68
5.70,121.96,64,83
1.53,203.09,56,69
1.07,107.88,56,78
1.13,210.33,68,91
1.79,142.20,74,90
2.20,285.39,75,104
3.35,99.59,58,77
1.04,153.49,59,78
9.75,129.24,65,80
1.32,217.52,51,62
3.47,100.97,53,70
5.57,152.77,45,55
1.08,92.46,45,56
1.08,201.99,58,75
3.14,123.72,61,82
10.95,223.57,59,74
1.86,87.61,47,55
2.06,175.10,55,70
1.02,104.59,49,68
9.16,215.03,55,89
1.23,133.81,48,56
1.60,165.19,50,71
4.85,91.00,44,59
7.52,156.35,48,67
2.01,81.36,40,55
1.52,167.81,40,48
1.04,97.05,47,67
1.20,168.76,50,60
1.06,105.49,53,76
3.34,225.03,78,101
1.53,94.12,47,55
4.33,187.46,61,79
5.43,105.75,39,50
3.21,139.39,39,48
3.44,100.96,52,65
2.82,127.42,37,47
2.55,84.60,44,54
1.15,161.05,47,59
5.25,55.01,49,63
1.40,198.60,46,68
1.17,105.43,50,69
2.90,224.76,58,72
1.16,141.48,61,86
3.95,192.73,59,73
16.00,98.79,54,65
1.76,201.36,55,78
1.12,120.90,50,69
5.78,227.85,77,91
1.47,184.91,54,67
4.25,167.15,52,61
1.63,105.35,54,72
65.29,154.06,49,57
1.91,114.45,56,68
2.26,167.57,44,52
1.79,90.59,48,59
1.01,119.08,48,65
1.26,88.42,57,70
1.19,208.17,70,94
3.25,135.42,67,80
1.69,221.79,66,89
10.10,134.11,55,67
7.66,151.46,50,64
1.05,83.66,42,54
1.57,188.90,62,82
1.07,116.45,62,77
1.20,278.15,77,93
2.25,175.72,71,89
1.35,253.23,69,80
3.13,137.21,61,67
1.90,190.97,62,77
1.03,98.94,56,73
1.89,195.00,64,69
1.16,155.97,66,76
4.77,250.77,71,82
7.41,84.44,57,70
1.14,142.54,53,65
1.81,128.39,60,99
2.34,179.85,56,66
10.26,116.83,50,60
2.18,127.07,52,65
1.07,89.80,50,63
1.20,184.80,67,85
1.11,149.31,69,87
1.37,224.00,75,92
1.28,173.12,63,73
2.50,226.51,63,82
1.18,154.98,67,84
6.56,197.33,69,81
2.07,91.31,50,65
1.06,175.97,51,61
4.83,147.04,74,95
1.51,148.74,53,66
9.49,120.08,57,67
3.16,172.06,45,54
1.71,121.93,51,65
1.03,188.64,51,68
1.22,109.26,63,83
1.85,204.05,65,84
1.22,148.65,58,77
6.88,204.01,61,76
2.29,103.61,54,69
1.06,192.61,53,59
2.23,118.80,61,84
358.00,174.56,54,62
7.08,115.86,52,64
1.10,122.55,48,57
1.34,92.77,55,67
1.87,191.99,60,79
2.44,167.98,66,88
5.28,180.84,54,63
1.13,100.80,55,67
4.21,193.46,50,56
15.98,106.20,57,65
1.75,162.55,51,70
1.12,91.60,48,57
22.69,163.54,64,76
1.07,127.92,54,70
5.66,178.12,58,71
1.74,87.10,49,63
2.59,158.24,59,74
88.73,106.27,51,63
2.49,131.64,46,56
12.63,96.67,49,57
1.35,123.71,43,60
14.99,117.01,50,57
1.97,144.49,43,54
2.74,129.50,53,81
1.32,158.94,55,68
3.09,105.12,50,66
1.05,187.70,60,69
2.90,98.95,52,61
1.91,175.88,61,73
3.56,160.66,68,88
2.55,137.15,47,56
1.85,115.24,55,66
1.12,159.20,57,65
2.51,140.53,67,75
54.41,171.07,67,86
1.53,104.21,51,64
3.00,169.26,47,54
2.36,134.62,59,72
1.19,143.28,51,59
2.19,146.72,58,67
5.13,199.52,63,89
4.38,112.83,56,74
5.85,166.33,51,64
1.36,126.54,51,64
1.88,163.22,54,72
1.06,138.33,62,78
3.51,184.10,63,82
1.93,127.94,63,76
26.97,240.08,58,75
1.15,119.96,48,56
2.58,244.91,76,93
2.07,146.34,56,63
3.81,188.91,60,77
29.02,124.28,55,65
2.15,208.34,53,65
1.01,103.71,52,62
4.23,238.86,67,75
1.21,154.14,69,89
2.49,200.37,62,84
1.69,131.76,58,68
16.70,207.98,71,90
1.02,96.28,41,52
3.22,237.83,79,115
5.38,188.71,64,74
4.83,161.38,66,79
2.09,76.55,32,44
1.66,148.18,40,49
1.18,97.51,36,44
96.25,226.22,54,70
2.33,81.81,48,53
1.07,193.92,43,49
1.80,165.62,60,73
2.21,223.70,57,67
1.68,112.76,44,59
1.81,239.60,57,77
5.55,217.84,48,54
1.19,118.85,47,54
4.24,136.78,61,67
1.12,134.58,55,65
2.24,239.85,70,85
1.34,139.03,54,63
2.79,170.84,62,73
11.26,209.48,55,61
1.33,110.84,39,53
1.00,193.25,46,59
3.12,199.16,55,65
4.00,150.92,40,45
1.01,181.62,46,55
6.65,217.88,55,66
1.03,140.24,54,65
3.69,354.36,61,73
2.39,303.19,53,61
1.30,151.61,52,67
2.99,180.12,53,62
7.41,118.23,45,52
1.79,198.47,38,48
2.28,141.59,43,56
1.64,111.10,39,46
2.04,205.69,44,51
1.05,102.80,39,46
1.92,227.73,42,43
1.15,183.22,49,58
1.05,254.60,62,75
21.46,244.69,54,66
1.20,234.60,51,58
1.12,164.82,56,62
4.41,244.66,59,69
2.44,294.63,53,64
3.33,229.45,47,60
6.41,157.91,47,57
1.08,88.63,37,47
3.51,219.27,52,61
1.14,198.61,46,53
5.78,211.57,61,77
1.61,102.68,44,57
1.46,126.21,50,58
3.35,184.80,49,59
2.43,169.53,37,49
2.64,99.06,35,47
1.25,136.87,41,52
1.15,161.86,42,44
22.73,228.15,57,71
1.14,113.11,41,45
1.29,172.01,54,64
3.33,291.68,55,72
4.73,182.38,42,50
5.99,85.14,34,38
1.64,92.75,31,42
2.21,127.79,37,45
2.78,104.43,33,44
1.19,69.03,35,42
1.25,181.63,51,60
1.13,206.38,48,63
1.30,282.67,53,62
5.13,252.04,51,58
3.82,156.90,43,54
1.37,110.30,36,41
2.01,242.32,42,48
1.78,87.54,38,49
4.57,250.67,43,51
2.38,83.45,29,33
1.71,132.68,36,42
1.01,143.93,34,40
1.03,242.49,49,60
1.20,182.21,46,53
6.36,243.57,44,49
1.10,183.17,43,51
17.02,186.94,45,55
1.05,85.39,34,43
2.14,219.09,44,56
1.24,183.12,39,43
6.68,195.20,38,44
1.26,83.54,32,39
2.79,172.33,43,52
1.26,80.25,29,36
1.04,134.70,41,46
1.46,153.12,45,52
1.01,180.03,47,59
1.27,163.00,50,53
5.65,180.69,44,53
2.81,161.06,39,42
1.94,131.18,44,52
1.11,128.31,39,50
2.15,199.58,44,50
1.47,167.14,39,52
1.41,203.36,46,54
1.00,152.39,39,48
68.76,155.98,39,44
2.95,101.58,39,49
3.12,146.40,31,37
1.29,114.98,27,36
1.29,135.03,31,34
1.05,97.61,29,33
2.14,157.22,46,57
1.90,112.31,34,38
4.69,172.08,39,48
1.60,74.55,29,35
1.09,176.10,46,53
3.30,144.51,45,58
99.17,180.18,41,45
1.67,52.45,26,29
2.48,149.79,36,41
1.15,77.87,31,35
1.48,148.06,41,46
3.96,103.43,40,48
2.98,143.97,36,42
2.19,78.60,29,35
1.15,159.19,43,56
1.84,104.85,41,47
1.05,169.99,34,40
2.17,145.50,43,48
3.06,169.24,44,63
5.24,67.74,34,39
1.27,173.67,36,38
1.02,50.24,28,36
1.76,236.28,48,60
37.51,148.97,45,59
4.30,138.24,36,41
1.18,61.22,29,31
3.48,195.60,46,66
1.16,73.80,24,26
1.31,197.83,52,65
1.08,158.89,38,53
1.31,247.12,52,63
6.42,105.68,41,49
1.42,195.07,43,54
2.02,146.17,43,53
1.58,169.36,46,54
1.11,72.64,37,44
1.34,236.19,52,59
2.02,102.38,41,46
2.38,127.75,39,48
1.90,87.14,44,52
1.18,176.67,37,48
14.13,63.82,42,45
3.66,212.97,43,47
1.70,36.54,24,29
1.18,168.13,32,44
3.33,79.25,34,37
2.27,220.09,40,48
2.32,62.31,25,28
1.13,144.62,23,28
2.43,71.93,36,42
86.91,194.40,35,40
1.47,36.12,24,28
1.15,231.57,30,35
5.40,100.37,36,41
1.10,272.93,38,50
1.28,82.35,36,37
2.55,166.85,43,51
1.28,63.67,34,45
11.52,214.53,39,45
3.81,46.61,27,31
1.14,147.83,29,34
3.02,65.09,27,29
1.05,153.42,40,45
2.83,108.27,38,45
7.70,184.08,40,48
3.19,35.67,30,34
2.08,167.63,36,47
1.04,40.91,28,33
1.49,178.65,43,49
54.12,96.19,44,45
3.92,166.63,37,42
4.46,44.17,27,31
2.07,156.62,31,36
4.55,40.31,25,28
2.88,167.55,27,33
1.13,29.24,23,27
2.45,191.71,39,47
1.09,63.76,30,32
1.21,232.08,57,67
1.94,103.68,44,51
8.15,220.20,56,62
1.17,58.34,37,40
2.82,205.07,49,53
2.76,78.49,36,38
4.13,193.05,37,40
1.13,40.96,27,29
3.34,183.10,44,55
1.28,54.00,30,31
1.57,182.82,53,65
2.64,111.19,36,42
3.40,181.74,45,54
1.36,57.00,33,38
96.88,165.38,41,45
3.47,38.58,31,35
1.11,132.36,27,34
1.21,68.85,37,40
1.12,156.40,43,46
4.67,104.49,42,43
2.41,196.96,45,55
1.14,63.57,32,35
5.65,265.78,50,54
3.76,86.67,37,40
2.63,187.22,40,48
1.00,39.80,32,39
50.96,250.36,44,51
2.65,54.19,31,45
4.67,175.68,40,47
1.43,44.11,25,25
3.24,169.51,36,40
1.08,62.40,39,42
2.15,214.44,41,54
1.35,75.06,37,42
1.12,200.17,41,53
1.42,97.90,45,48
8.14,242.46,45,53
1.04,26.62,29,31
2.38,292.48,49,52
1.85,28.78,27,30
4.90,220.33,44,54
1.02,22.91,24,29
9.53,260.40,41,47
3.13,38.52,30,32
1.17,179.28,33,40
26.19,81.93,37,40
4.27,204.63,41,47
1.80,16.42,23,26
1.07,172.81,30,39
1.94,129.31,41,53
2.41,208.80,43,51
7.28,45.28,34,36
4.60,186.56,36,46
1.01,15.19,19,22
30.36,234.13,50,58
1.40,16.26,27,29
1.04,207.95,40,50
1.99,83.04,39,44
2.39,257.81,49,62
1.04,52.54,32,37
1.27,288.00,49,55
2.37,108.44,40,44
1.04,201.43,44,51
3.73,120.81,38,45
3.53,282.71,43,49
1.18,18.45,24,24
3.72,223.33,47,52
1.09,41.43,30,33
6.15,288.57,51,61
1.27,36.71,30,33
4.05,222.34,39,51
96.89,34.80,27,30
1.96,123.51,36,40
4.70,20.55,24,27
2.25,185.31,36,41
1.24,25.31,26,29
2.18,206.77,36,37
1.06,46.59,27,30
24.37,257.35,40,51
7.72,44.51,24,28
1.26,164.46,32,38
2.23,55.37,27,32
9.95,209.98,31,43
1.62,36.92,27,33
1.13,200.85,30,36
1.18,53.59,30,35
5.95,259.15,42,54
2.15,62.13,31,34
1.34,212.09,36,43
4.70,78.93,40,40
2.10,202.43,36,44
1.49,42.85,28,34
3.81,163.69,30,36
3.28,33.75,26,28
1.04,199.10,35,38
1.12,82.47,38,42
1.26,271.40,49,53
2.81,90.67,44,52
2.80,252.41,50,53
12.79,84.87,35,40
1.26,219.60,41,48
5.30,62.70,32,40
1.03,171.45,31,38
1.14,62.68,31,35
4.75,272.25,51,67
4.30,93.04,30,32
1.12,199.12,40,41
1.04,85.15,33,35
1.01,304.23,52,60
1.55,148.92,40,54
3.39,270.97,55,60
1.21,104.50,37,41
1.16,204.35,48,57
2.41,66.99,33,41
1.08,237.16,44,58
1.97,130.43,32,38
1.01,218.95,48,61
3.60,110.58,40,48
1.41,255.43,47,56
13.21,58.77,30,35
1.43,235.77,39,51
20.57,56.26,25,33
4.44,214.88,37,45
4.48,32.79,23,26
1.31,191.91,32,36
1.21,46.57,24,29
1.56,205.96,35,44
2.35,34.40,32,33
8.29,216.01,35,43
1.00,39.14,21,24
1.24,281.89,45,56
2.18,47.02,30,35
68.57,218.04,41,52
1.17,31.18,30,35
2.00,255.37,39,46
1.30,49.56,28,36
1.60,212.96,42,54
22.03,71.56,32,38
1.00,197.74,36,45
2.22,47.91,28,38
1.29,216.53,38,43
1.75,59.44,35,41
4.37,247.45,35,41
4.81,58.31,29,37
1.49,294.12,33,39
1.68,35.35,28,39
1.37,297.66,42,46
6.96,50.61,29,41
1.13,184.45,40,50
8.72,60.56,34,37
1.28,211.39,38,52
1.78,61.61,36,48
2.97,197.18,33,41
32.48,45.06,34,39
1.74,225.31,35,36
1.67,50.14,31,41
1.25,245.91,38,43
1.59,55.43,36,44
1.31,228.95,39,45
1.00,49.34,31,43
1.27,273.39,42,54
1.24,45.45,26,31
1.10,267.92,44,56
1.39,141.15,32,40
5.35,354.09,39,47
1.09,165.11,36,40
1.40,337.82,40,52
23.55,200.09,34,42
4.14,318.95,42,52
2.60,136.11,24,30
1.28,331.24,39,47
10.65,138.78,24,26
2.09,215.78,39,46
2.18,44.84,24,30
5.84,197.65,34,41
2.97,38.45,23,30
2.96,188.70,29,34
2.16,52.59,25,31
3.25,202.36,34,44
1.09,39.05,22,23
1.69,205.58,32,39
17.95,47.11,26,30
1.13,193.06,38,44
1.28,247.34,31,36
1.31,237.50,40,45
1.37,52.05,32,35
1.06,1152.37,45,52
3.12,139.13,35,43
1.37,213.28,40,51
1.16,113.02,35,43
3.52,720.17,39,50
9.04,239.71,27,30
1.24,373.08,39,49
1.22,684.44,30,35
1.09,1216.66,36,50
1.32,39.54,25,28
1.12,204.47,44,60
2.12,99.27,33,37
1.07,230.09,35,42
1.06,147.73,33,43
1.01,197.09,37,47
1.29,140.64,34,37
1.39,142.09,38,46
6.44,51.62,27,35
1.55,334.85,41,48
1.14,77.79,34,37
3.50,189.45,34,48
1.20,50.33,31,33
37.35,180.40,31,37
5.59,42.52,27,34
1.59,210.29,41,50
2.07,40.11,26,29
1.01,203.84,32,44
1.11,54.66,26,28
3.27,192.65,37,54
8.62,50.18,25,28
1.07,193.40,32,37
2.03,65.16,32,40
1.26,240.18,38,46
1.11,47.84,30,34
1.59,258.73,44,55
1.76,84.67,33,38
2.13,184.86,36,38
4.23,92.14,30,35
1.26,161.15,35,41
6.90,145.32,30,35
1.08,180.96,33,38
1.26,101.66,39,46
1.11,214.27,37,48
1.02,261.85,37,45
1.07,243.50,46,50
1.02,151.88,39,48
1.27,642.06,42,52
1.32,32.28,28,32
1.31,120.86,35,39
1.15,77.02,29,32
3.03,198.90,41,46
1.34,168.44,31,36
1.24,134.14,29,39
1.37,77.24,25,33
2.21,117.85,33,41
1.30,55.21,25,32
1.34,187.80,27,34
1.39,70.31,22,27
1.27,109.92,25,31
2.20,58.39,25,29
1.14,162.79,27,32
1.26,111.35,29,29
1.28,108.84,27,27
1.12,35.21,24,27
1.28,127.55,28,33
2.00,77.68,24,28
1.34,90.65,24,27
1.46,48.98,24,27
59.82,105.54,29,36
2.00,67.11,20,22
4.87,59.34,25,28
1.28,68.54,21,26
1.23,80.11,21,25
1.21,49.86,23,30
1.05,76.74,22,28
1.08,52.99,25,30
1.02,113.05,29,34
1.25,104.85,27,31
1.39,112.88,26,30
1.00,87.57,27,29
3.07,130.11,28,34
1.35,72.57,26,35
2.03,150.91,24,29
8.28,42.33,23,24
1.27,63.99,18,25
1.32,30.54,23,25
87.83,85.56,27,31
4.80,64.44,21,22
1.38,74.99,19,19
2.21,56.78,25,32
1.00,75.94,27,34
4.60,58.67,21,23
1.28,78.10,23,24
1.34,39.46,21,22
1.25,73.84,26,28
1.91,41.17,25,28
1.02,101.05,25,30
1.38,59.34,29,33
1.09,97.08,29,33
1.08,73.78,27,32
1.21,87.99,31,31
1.03,66.93,29,37
5.36,88.16,29,31
1.42,49.96,26,28
4.24,57.68,22,32
10.04,52.45,25,28
1.21,48.20,23,28
1.32,19.01,16,16
1.29,125.80,26,29
1.04,49.01,21,23
1.04,202.38,27,29
1.00,54.05,28,34
1.24,93.14,27,32
3.00,30.03,22,26
1.21,57.66,26,33
1.25,55.62,22,25
3.50,82.62,25,31
1.22,97.21,24,32
3.64,95.77,21,28
1.05,34.07,19,20
